Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Significant,Depth (km),Solution finalised,Source,EVENT ID,ORIGIN ID
2,28/09/01,12:51:10,28/09/01,22:51:10,-30.532,117.003,-,0,FINL,-,1097221,2143224
2.4,28/09/01,5:56:41,28/09/01,15:56:41,-30.54,117.06,-,2,FINL,-,1097210,2143212
2.3,28/09/01,4:21:21,28/09/01,14:21:21,-30.539,117.032,-,1,FINL,-,1097204,2143203
2.2,28/09/01,4:07:18,28/09/01,14:07:18,-30.56,117.052,-,2,FINL,-,1097202,2143202
3.5,28/09/01,3:00:13,28/09/01,13:00:13,-30.517,117.054,TRUE,1,FINL,-,1097284,1908287
5.2,28/09/01,2:54:56,28/09/01,12:54:56,-30.536,117.061,TRUE,2,FINL,-,1097283,1908286
2.2,17/09/01,7:26:31,17/09/01,17:26:31,-30.537,117.047,-,4,FINL,-,1097276,1908367
3,7/09/01,17:42:56,8/09/01,3:42:56,-30.53,117.087,-,4,FINL,-,1097265,1908276
2.1,4/09/01,22:53:43,5/09/01,8:53:43,-31.377,117.679,-,1,FINL,-,1097261,1908362
2.2,30/08/01,10:09:32,30/08/01,20:09:32,-30.252,116.858,-,2,FINL,-,1097247,1908251
2.4,19/08/01,10:40:33,19/08/01,20:40:33,-30.421,117.282,-,0,FINL,-,1097333,1908270
2.5,12/08/01,15:32:14,13/08/01,1:32:14,-32.111,117.778,-,0,FINL,-,1097324,1908239
2.4,12/08/01,15:27:48,13/08/01,1:27:48,-32.126,117.801,-,0,FINL,-,1097323,1908264
2.1,10/07/01,13:55:56,10/07/01,23:55:56,-31.897,118.285,-,3,FINL,-,1097296,1908232
2.1,6/07/01,21:47:12,7/07/01,7:47:12,-31.628,117.933,-,2,FINL,-,1097292,1908228
2.9,30/06/01,8:17:56,30/06/01,18:17:56,-32.145,117.822,-,0,FINL,-,1097380,1772105
2.3,28/05/01,13:54:41,28/05/01,23:54:41,-30.56,118.53,-,1,FINL,-,1103786,1908180
2.3,27/05/01,20:48:22,28/05/01,6:48:22,-30.61,118.59,-,1,FINL,-,1103783,1908178
2.1,10/05/01,15:01:31,11/05/01,1:01:31,-32.323,117.706,-,17,FINL,-,1097396,1759478
2.3,8/05/01,15:50:45,9/05/01,1:50:45,-31.17,116.29,-,2,FINL,-,1097392,1759475
2.1,4/05/01,13:23:21,4/05/01,23:23:21,-31.884,118.288,-,2,FINL,-,1097391,1908164
2.2,4/05/01,12:07:00,4/05/01,22:07:00,-31.96,118.31,-,2,FINL,-,1103746,1908159
2.2,3/05/01,10:20:56,3/05/01,20:20:56,-31.46,117.69,-,3,FINL,-,1103745,1908158
2.1,18/04/01,18:13:42,19/04/01,4:13:42,-31.889,118.381,-,4,FINL,-,1103849,1759458
2.1,12/04/01,15:21:12,13/04/01,1:21:12,-31.468,117.676,-,0,FINL,-,1103835,1759449
2.1,10/04/01,19:58:28,11/04/01,5:58:28,-31.872,118.265,-,1,FINL,-,1103830,1759447
2,1/04/01,15:24:49,2/04/01,1:24:49,-31.779,117.884,-,2,FINL,-,1103811,1759434
2.4,21/03/01,0:04:13,21/03/01,11:04:13,-31.457,117.679,-,3,FINL,-,1103918,1759410
2.3,10/03/01,7:54:14,10/03/01,18:54:14,-31.672,117.059,-,0,FINL,-,1103906,1759402
2.6,9/03/01,18:21:08,10/03/01,5:21:08,-31.904,118.271,-,2,FINL,-,1103905,1759401
2,5/03/01,8:48:40,5/03/01,19:48:40,-31.872,118.306,-,2,FINL,-,1103901,1759400
2.5,28/02/01,22:51:44,1/03/01,9:51:44,-31.46,117.691,-,5,FINL,-,1103894,1759380
2.2,26/02/01,9:15:04,26/02/01,20:15:04,-29.354,115.559,-,0,FINL,-,1103887,1759379
2.8,31/01/01,3:52:11,31/01/01,14:52:11,-30.534,116.961,-,0,FINL,-,1103974,1759276
2.4,30/01/01,13:57:55,31/01/01,0:57:55,-30.5,117.022,-,0,FINL,-,1103973,1759274
2.2,10/01/01,6:39:35,10/01/01,17:39:35,-30.605,117.812,-,1,FINL,-,1103942,1759345
2.8,3/01/01,15:09:05,4/01/01,2:09:05,-30.873,118.036,-,5,FINL,-,1103931,1759339
2.5,26/12/00,20:11:41,27/12/00,7:11:41,-30.844,118.063,-,0,FINL,-,1002891,1759309
2,25/12/00,17:05:48,26/12/00,4:05:48,-31.886,116.802,-,2,FINL,-,1002890,1759308
2.3,23/12/00,5:54:59,23/12/00,16:54:59,-30.856,118.038,-,3,FINL,-,1002970,1759304
2,4/12/00,15:09:46,5/12/00,2:09:46,-31.441,117.66,-,0,FINL,-,1002940,1759293
2.6,3/12/00,13:34:26,4/12/00,0:34:26,-30.614,117.82,-,0,FINL,-,1002938,1759291
2,18/11/00,13:06:45,19/11/00,0:06:45,-30.642,117.07,-,0,FINL,-,1003015,1759214
2.1,15/11/00,7:20:08,15/11/00,18:20:08,-30.646,117.075,-,0,FINL,-,1003003,1759209
2,14/10/00,3:57:28,14/10/00,14:57:28,-30.449,116.626,-,0,FINL,-,1003051,1759158
2.5,26/09/00,3:22:41,26/09/00,14:22:41,-30.623,117.101,-,0,FINL,-,1003093,1759104
2.2,25/09/00,16:05:31,26/09/00,3:05:31,-30.622,117.099,-,0,FINL,-,1003092,2142921
3.5,25/09/00,15:50:13,26/09/00,2:50:13,-30.626,117.102,TRUE,1,FINL,-,1003091,1759040
3.6,22/09/00,6:04:48,22/09/00,17:04:48,-30.526,117.058,TRUE,1,FINL,-,1003145,1759039
2.5,20/09/00,20:51:03,21/09/00,7:51:03,-30.636,117.098,-,0,FINL,-,1003138,1759098
2.6,20/09/00,7:49:03,20/09/00,18:49:03,-30.647,117.07,-,0,FINL,-,1003128,1759097
2.7,20/09/00,5:12:21,20/09/00,16:12:21,-30.796,117.105,-,0,FINL,-,1003126,1759096
2.1,20/09/00,0:04:15,20/09/00,11:04:15,-30.635,117.084,-,0,FINL,-,1003124,2142867
2,19/09/00,23:56:12,20/09/00,10:56:12,-30.641,117.089,-,0,FINL,-,1003123,2142865
3.1,19/09/00,10:23:16,19/09/00,21:23:16,-30.627,117.089,-,1,FINL,-,1003203,1759038
2.6,18/09/00,2:07:09,18/09/00,13:07:09,-30.617,117.106,-,0,FINL,-,1003197,1759094
2.9,16/09/00,12:16:59,16/09/00,23:16:59,-30.645,117.092,-,5,FINL,-,1003177,1759092
2.1,16/09/00,7:50:35,16/09/00,18:50:35,-30.627,117.1,-,0,FINL,-,1003172,2142836
2,15/09/00,22:18:43,16/09/00,9:18:43,-30.551,118.49,-,0,FINL,-,1003260,1759090
2.1,10/09/00,11:24:10,10/09/00,22:24:10,-30.538,117.049,-,0,FINL,-,1003248,1759083
2,18/08/00,1:45:48,18/08/00,11:45:48,-32.047,116.727,-,0,FINL,-,1003219,1759049
2,14/07/00,7:43:38,14/07/00,17:43:38,-30.57,118.53,-,0,FINL,-,1003359,1758977
2.8,13/07/00,9:06:17,13/07/00,19:06:17,-30.53,118.45,-,0,FINL,-,1003358,1758975
2.8,24/06/00,2:42:53,24/06/00,12:42:53,-30.58,118.592,-,0,FINL,-,1003334,1758918
2.5,24/06/00,2:42:32,24/06/00,12:42:32,-30.578,118.598,-,0,FINL,-,1003333,1758917
2.3,19/06/00,0:29:17,19/06/00,10:29:17,-31.6,117.8,-,0,FINL,-,1003322,1758910
2,16/06/00,11:51:38,16/06/00,21:51:38,-31.708,116.986,-,0,FINL,-,1003316,1758906
2.9,5/06/00,3:49:46,5/06/00,13:49:46,-30.578,118.574,-,2,FINL,-,1003387,1758888
2.3,23/04/00,9:46:28,23/04/00,19:46:28,-30.972,116.929,-,0,FINL,-,1003448,1612413
2.5,18/04/00,20:27:05,19/04/00,6:27:05,-30.784,117.13,-,0,FINL,-,1003440,1612407
2,24/02/00,20:52:56,25/02/00,7:52:56,-30.71,117.84,-,1,FINL,-,1003480,1606666
2,24/02/00,20:51:26,25/02/00,7:51:26,-30.7,117.85,-,1,FINL,-,1003479,1606665
3.3,24/02/00,20:44:56,25/02/00,7:44:56,-30.75,117.79,-,8,FINL,-,1003478,1606664
2.5,10/02/00,0:13:54,10/02/00,11:13:54,-30.75,117.79,-,3,FINL,-,1003599,1606659
2,17/01/00,1:53:33,17/01/00,12:53:33,-31.97,116.72,-,1,FINL,-,1003574,1606630
2.2,9/01/00,15:03:34,10/01/00,2:03:34,-31.01,116.7,-,5,FINL,-,1003561,1606626
2,14/12/99,12:33:04,14/12/99,23:33:04,-30.77,116.31,-,3,FINL,-,1014790,1606620
2.2,25/11/99,11:40:30,25/11/99,22:40:30,-31.53,117.95,-,2,FINL,-,1027160,1606619
2,21/11/99,20:14:25,22/11/99,7:14:25,-31.47,117.66,-,1,FINL,-,1029651,1606617
2.1,17/11/99,19:51:40,18/11/99,6:51:40,-31.72,117.03,-,4,FINL,-,1032814,1606616
2.3,1/11/99,16:15:36,2/11/99,3:15:36,-31.66,117.05,-,6,FINL,-,1046365,1606609
2.5,10/10/99,10:53:14,10/10/99,20:53:14,-30.94,117.9,-,6,FINL,-,1060965,1606240
2.3,26/09/99,3:30:51,26/09/99,13:30:51,-30.54,117.1,-,17,FINL,-,1076726,1606219
2.1,24/08/99,13:13:35,24/08/99,23:13:35,-32.1,117.2,-,1,FINL,mun,2720547,1606196
2.1,31/07/99,5:02:31,31/07/99,15:02:31,-32.42,118.01,-,8,FINL,mun,2711462,1606146
2.4,24/07/99,18:06:55,25/07/99,4:06:55,-31.21,117.47,-,1,FINL,mun,2714737,1606143
2,21/07/99,23:40:06,22/07/99,9:40:06,-30.82,118.17,-,1,FINL,-,1126300,1606142
2.5,21/07/99,20:50:49,22/07/99,6:50:49,-30.82,118.17,-,5,FINL,-,1126389,1606132
2.8,13/07/99,1:46:13,13/07/99,11:46:13,-31.21,117.48,-,5,FINL,-,1131109,1606125
2.1,21/06/99,10:58:00,21/06/99,20:58:00,-30.24,117.31,-,1,FINL,-,1142895,1452618
2.7,5/06/99,21:52:58,6/06/99,7:52:58,-31.6,116.85,-,8,FINL,-,1152298,1452615
2.5,25/03/99,4:32:07,25/03/99,15:32:07,-31.489,117.7,-,4,FINL,-,1196451,1452551
2.6,18/03/99,14:51:26,19/03/99,1:51:26,-31.476,117.705,-,5,FINL,-,1239690,1452547
2.3,18/03/99,1:08:05,18/03/99,12:08:05,-31.485,117.695,-,3,FINL,-,1240019,1452546
2.8,15/03/99,10:28:58,15/03/99,21:28:58,-31.71,117.046,-,6,FINL,-,1241498,1452539
2.5,21/02/99,10:34:54,21/02/99,21:34:54,-30.881,117.855,-,3,FINL,-,1220941,1452530
2,9/02/99,2:55:54,9/02/99,13:55:54,-30.406,117.284,-,1,FINL,-,1227970,1452526
2.6,21/01/99,22:37:01,22/01/99,9:37:01,-30.931,117.86,-,1,FINL,-,1206064,1452455
2.3,18/01/99,10:32:07,18/01/99,21:32:07,-30.734,117.107,-,5,FINL,-,1207806,1452453
2.2,10/01/99,12:47:28,10/01/99,23:47:28,-30.916,117.884,-,1,FINL,-,1211798,1452450
2.2,8/01/99,22:02:53,9/01/99,9:02:53,-31.222,117.483,-,5,FINL,-,1212417,1452449
2.8,6/01/99,11:28:31,6/01/99,22:28:31,-30.791,117.096,-,1,FINL,-,1213699,1452448
2.1,21/12/98,7:29:05,21/12/98,18:29:05,-31.464,117.663,-,1,FINL,-,1377246,1452430
2,21/12/98,6:26:42,21/12/98,17:26:42,-31.984,117.262,-,1,FINL,-,1377223,1452429
2.1,31/10/98,18:12:26,1/11/98,5:12:26,-32.058,118.967,-,5,FINL,-,1395340,1452320
2.3,21/09/98,11:53:46,21/09/98,21:53:46,-31.471,117.668,-,1,FINL,-,1410697,1452281
2.5,21/09/98,11:44:25,21/09/98,21:44:25,-30.795,117.076,-,2,FINL,-,1410691,1452279
2.5,21/09/98,11:41:09,21/09/98,21:41:09,-31.472,117.663,-,2,FINL,-,1410688,1452278
2.1,18/06/98,16:52:33,19/06/98,2:52:33,-31.45,117.676,-,3,FINL,-,1365827,1451159
3.4,12/06/98,12:28:37,12/06/98,22:28:37,-31.459,117.673,-,2,FINL,-,1368143,1451152
2.2,11/06/98,20:13:07,12/06/98,6:13:07,-30.844,117.071,-,5,FINL,-,1368321,1451149
2.4,11/06/98,2:24:13,11/06/98,12:24:13,-31.466,117.7,-,5,FINL,-,1368629,1451148
2.2,10/06/98,20:46:57,11/06/98,6:46:57,-31.481,117.688,-,5,FINL,-,1368812,1451146
3,10/06/98,14:46:02,11/06/98,0:46:02,-31.473,117.694,-,5,FINL,-,1368843,1451142
3,10/06/98,14:46:02,11/06/98,0:46:02,-31.473,117.694,-,5,FINL,-,1368844,1826698
2.3,10/06/98,14:45:42,11/06/98,0:45:42,-31.474,117.693,-,5,FINL,-,1368842,1451141
3,10/06/98,13:31:03,10/06/98,23:31:03,-31.475,117.671,-,1,FINL,-,1368827,1451138
3,10/06/98,13:31:03,10/06/98,23:31:03,-31.475,117.671,-,1,FINL,-,1368828,1826685
2,10/06/98,13:30:57,10/06/98,23:30:57,-31.481,117.679,-,5,FINL,-,1368970,1451137
2.2,10/06/98,13:30:50,10/06/98,23:30:50,-31.489,117.677,-,5,FINL,-,1368969,1451136
2.2,10/06/98,7:39:46,10/06/98,17:39:46,-31.463,117.676,-,5,FINL,-,1369031,1451135
2.2,10/06/98,7:38:18,10/06/98,17:38:18,-31.465,117.673,-,5,FINL,-,1369030,1451134
2.5,10/06/98,5:51:24,10/06/98,15:51:24,-31.467,117.69,-,5,FINL,-,1369000,1451133
2.7,10/06/98,5:51:11,10/06/98,15:51:11,-31.461,117.695,-,1,FINL,-,1368999,1451132
2.1,9/06/98,15:18:13,10/06/98,1:18:13,-31.475,117.687,-,5,FINL,-,1369317,1451131
2.1,9/06/98,15:16:46,10/06/98,1:16:46,-31.469,117.679,-,5,FINL,-,1369316,1451130
2.1,9/06/98,13:36:37,9/06/98,23:36:37,-31.462,117.682,-,5,FINL,-,1369294,1451129
2.3,9/06/98,0:49:14,9/06/98,10:49:14,-31.454,117.689,-,5,FINL,-,1369473,1451127
2,8/06/98,12:28:14,8/06/98,22:28:14,-31.462,117.704,-,5,FINL,-,1369736,1451125
2.9,8/06/98,11:57:44,8/06/98,21:57:44,-31.465,117.685,-,5,FINL,-,1369732,1451123
2.2,8/06/98,10:53:44,8/06/98,20:53:44,-31.471,117.69,-,5,FINL,-,1369714,1451122
2.1,8/06/98,9:43:36,8/06/98,19:43:36,-31.469,117.688,-,5,FINL,-,1369695,1451121
2.5,8/06/98,6:44:57,8/06/98,16:44:57,-31.462,117.69,-,5,FINL,-,1369782,1451120
2.2,8/06/98,4:08:42,8/06/98,14:08:42,-31.467,117.682,-,5,FINL,-,1369758,1451119
2.1,8/06/98,4:02:09,8/06/98,14:02:09,-31.474,117.668,-,5,FINL,-,1369757,1451118
2.1,8/06/98,3:02:23,8/06/98,13:02:23,-31.463,117.683,-,5,FINL,-,1369885,1451116
2.6,8/06/98,3:01:24,8/06/98,13:01:24,-31.466,117.676,-,5,FINL,-,1369884,1451115
2.1,7/06/98,22:48:15,8/06/98,8:48:15,-31.465,117.685,-,5,FINL,-,1369927,1451109
3.6,7/06/98,22:42:56,8/06/98,8:42:56,-31.464,117.683,TRUE,5,FINL,-,1369926,1451108
2.1,7/06/98,20:54:36,8/06/98,6:54:36,-31.464,117.685,-,5,FINL,-,1370017,1451106
2.2,5/05/98,15:00:01,6/05/98,1:00:01,-32.141,117.163,-,3,FINL,-,1302485,1610763
3,29/04/98,10:34:08,29/04/98,20:34:08,-31.207,117.477,-,3,FINL,-,1305300,1611930
2.1,21/04/98,17:57:09,22/04/98,3:57:09,-31.436,117.687,-,5,FINL,-,1308633,1610755
2.1,21/04/98,13:39:34,21/04/98,23:39:34,-31.444,117.685,-,5,FINL,-,1308792,1611929
2.1,21/04/98,8:17:49,21/04/98,18:17:49,-31.44,117.688,-,5,FINL,-,1308906,1610754
2.2,21/04/98,6:24:21,21/04/98,16:24:21,-31.434,117.693,-,5,FINL,-,1309033,1610753
2,21/04/98,6:23:08,21/04/98,16:23:08,-31.441,117.69,-,5,FINL,-,1309031,1610752
2.1,10/04/98,7:47:35,10/04/98,17:47:35,-31.475,117.684,-,5,FINL,-,1314264,1610745
2.2,4/04/98,15:56:53,5/04/98,1:56:53,-31.427,117.711,-,3,FINL,-,1316290,1610737
2.2,3/04/98,13:51:31,3/04/98,23:51:31,-31.424,117.718,-,4,FINL,-,1316863,1610736
2.1,2/04/98,17:04:04,3/04/98,3:04:04,-31.434,117.686,-,2,FINL,-,1317177,1611270
2.1,2/04/98,10:40:22,2/04/98,20:40:22,-31.427,117.701,-,3,FINL,-,1317335,1610734
2.2,2/04/98,9:19:59,2/04/98,19:19:59,-31.426,117.708,-,2,FINL,-,1317437,1610733
2.3,28/03/98,3:27:29,28/03/98,14:27:29,-32.066,118.935,-,5,FINL,-,1262136,1610731
2.2,17/03/98,16:13:33,18/03/98,3:13:33,-32.266,117.368,-,3,FINL,-,1266368,1610727
2.1,16/03/98,5:36:55,16/03/98,16:36:55,-31.431,117.763,-,6,FINL,-,1266730,1611925
2,7/03/98,17:09:14,8/03/98,4:09:14,-31.479,117.656,-,4,FINL,-,1269654,1611924
2.4,7/03/98,15:48:13,8/03/98,2:48:13,-31.479,117.687,-,3,FINL,-,1269760,1610721
2,9/02/98,20:11:13,10/02/98,7:11:13,-31.702,117.056,-,5,FINL,-,1279121,1610712
2.1,6/02/98,10:16:36,6/02/98,21:16:36,-31.229,118.336,-,5,FINL,-,1280401,1610710
2.4,6/02/98,6:10:50,6/02/98,17:10:50,-31.231,118.317,-,5,FINL,-,1280476,1611266
2,17/01/98,6:11:16,17/01/98,17:11:16,-31.455,117.692,-,4,FINL,-,1287405,1610704
2,9/01/98,13:24:33,10/01/98,0:24:33,-31.68,117.053,-,9,FINL,-,1256526,1610703
2.2,6/01/98,12:46:20,6/01/98,23:46:20,-31,116.478,-,1,FINL,-,1257618,1610701
2.7,5/01/98,3:14:03,5/01/98,14:14:03,-31.59,117.079,-,8,FINL,-,1258187,1611920
2.5,4/01/98,10:25:04,4/01/98,21:25:04,-31.471,117.672,-,3,FINL,-,1258516,1610700
2.3,31/12/97,4:05:40,31/12/97,15:05:40,-30.987,116.485,-,5,FINL,-,1551226,1610698
2.3,8/12/97,17:48:37,9/12/97,4:48:37,-30.737,117.196,-,5,FINL,-,1560054,1610685
2.7,8/12/97,17:38:35,9/12/97,4:38:35,-30.745,117.166,-,3,FINL,-,1560046,1611917
2,8/12/97,14:59:50,9/12/97,1:59:50,-30.645,116.549,-,5,FINL,-,1560117,1610684
2,8/12/97,7:24:50,8/12/97,18:24:50,-30.989,116.465,-,5,FINL,-,1560266,1610683
2.4,8/12/97,1:47:58,8/12/97,12:47:58,-30.997,116.498,-,5,FINL,-,1560419,1610682
3,7/12/97,17:50:09,8/12/97,4:50:09,-30.998,116.49,-,5,FINL,-,1560753,1610681
2.6,7/12/97,17:48:21,8/12/97,4:48:21,-30.99,116.491,-,5,FINL,-,1560749,1610680
2,7/12/97,13:33:33,8/12/97,0:33:33,-30.646,116.542,-,5,FINL,-,1550123,1610679
2.2,3/12/97,19:44:04,4/12/97,6:44:04,-31.468,117.672,-,5,FINL,-,1577651,1610677
2.3,24/11/97,22:00:47,25/11/97,9:00:47,-30.645,116.519,-,1,FINL,-,1580866,1610676
3.2,24/11/97,11:40:38,24/11/97,22:40:38,-31.707,117.041,-,5,FINL,-,1581036,1611263
3,24/11/97,11:39:27,24/11/97,22:39:27,-31.704,117.046,-,7,FINL,-,1581030,1611916
2,18/11/97,1:46:31,18/11/97,12:46:31,-31.475,117.665,-,5,FINL,-,1584129,1611915
2.1,10/11/97,20:46:43,11/11/97,7:46:43,-31.462,117.649,-,5,FINL,-,1586742,1610665
2.7,8/11/97,11:01:51,8/11/97,22:01:51,-31.438,117.69,-,5,FINL,-,1587680,1610662
2.1,6/11/97,15:32:34,7/11/97,2:32:34,-31.445,117.667,-,5,FINL,-,1588215,1611913
2.1,30/09/97,17:42:47,1/10/97,3:42:47,-31.447,117.683,-,5,FINL,-,1529200,1610647
2.1,29/09/97,17:21:00,30/09/97,3:21:00,-31.458,117.707,-,5,FINL,-,1529696,1611258
2.7,18/09/97,19:09:17,19/09/97,5:09:17,-31.452,117.672,-,5,FINL,-,1534423,1610642
2.5,15/09/97,12:18:01,15/09/97,22:18:01,-31.466,117.665,-,5,FINL,-,1535210,1610638
2,13/09/97,11:14:27,13/09/97,21:14:27,-31.451,117.676,-,5,FINL,-,1535747,1610636
2,13/09/97,11:14:13,13/09/97,21:14:13,-31.462,117.665,-,5,FINL,-,1535896,1611908
2.5,12/09/97,18:54:50,13/09/97,4:54:50,-31.444,117.677,-,5,FINL,-,1536001,1610635
3.7,12/09/97,0:08:20,12/09/97,10:08:20,-31.446,117.669,TRUE,5,FINL,-,1536231,1610633
2,11/09/97,21:28:38,12/09/97,7:28:38,-31.437,117.697,-,5,FINL,-,1536352,1610631
2.1,11/09/97,17:45:12,12/09/97,3:45:12,-31.455,117.682,-,5,FINL,-,1536304,1611907
2.7,11/09/97,16:54:04,12/09/97,2:54:04,-31.444,117.685,-,5,FINL,-,1536293,1610630
2.9,11/09/97,16:45:45,12/09/97,2:45:45,-31.445,117.69,-,5,FINL,-,1536289,1610629
3.3,11/09/97,16:41:50,12/09/97,2:41:50,-31.443,117.679,-,5,FINL,-,1536284,1610628
3,11/09/97,16:41:36,12/09/97,2:41:36,-31.435,117.701,-,5,FINL,-,1536431,1610627
2.1,9/09/97,18:44:21,10/09/97,4:44:21,-31.47,117.663,-,5,FINL,-,1536957,1610626
2,8/09/97,19:19:26,9/09/97,5:19:26,-31.464,117.678,-,5,FINL,-,1537131,1610625
2.6,6/09/97,20:51:56,7/09/97,6:51:56,-31.445,117.708,-,5,FINL,-,1537725,1610623
2.1,4/09/97,18:59:22,5/09/97,4:59:22,-31.467,117.679,-,5,FINL,-,1538441,1611904
2.5,3/09/97,10:04:48,3/09/97,20:04:48,-31.45,117.715,-,5,FINL,-,1538924,1610618
2.2,3/09/97,7:02:20,3/09/97,17:02:20,-31.446,117.688,-,5,FINL,-,1538879,1610617
2,3/09/97,6:41:05,3/09/97,16:41:05,-31.461,117.684,-,5,FINL,-,1538870,1610616
2,3/09/97,5:56:18,3/09/97,15:56:18,-31.479,117.665,-,5,FINL,-,1538999,1610614
4.2,3/09/97,5:12:54,3/09/97,15:12:54,-31.45,117.672,TRUE,5,FINL,-,1538993,1611903
2.8,3/09/97,5:07:17,3/09/97,15:07:17,-31.452,117.689,-,5,FINL,-,1538984,1610613
2.1,2/09/97,10:07:06,2/09/97,20:07:06,-31.461,117.69,-,5,FINL,-,1539204,1611255
2,2/09/97,9:10:04,2/09/97,19:10:04,-31.444,117.644,-,5,FINL,-,1539186,1610612
2.2,1/09/97,14:05:35,2/09/97,0:05:35,-31.472,117.696,-,5,FINL,-,1539396,1612119
2.3,1/09/97,12:30:21,1/09/97,22:30:21,-31.47,117.695,-,5,FINL,-,1539538,1610610
2.2,1/09/97,3:39:29,1/09/97,13:39:29,-31.466,117.705,-,5,FINL,-,1539567,1610607
2.9,1/09/97,2:58:50,1/09/97,12:58:50,-31.458,117.685,-,5,FINL,-,1539556,1611254
2.5,31/08/97,21:23:14,1/09/97,7:23:14,-31.468,117.705,-,5,FINL,-,1539636,1610606
2.6,31/08/97,16:42:36,1/09/97,2:42:36,-31.472,117.685,-,5,FINL,-,1539717,1610601
2,31/08/97,16:13:47,1/09/97,2:13:47,-31.448,117.701,-,5,FINL,-,1539711,1610600
2.1,31/08/97,16:03:51,1/09/97,2:03:51,-31.466,117.673,-,5,FINL,-,1539856,1611900
2.7,31/08/97,15:55:25,1/09/97,1:55:25,-31.459,117.682,-,5,FINL,-,1539855,1610599
3.6,31/08/97,15:50:31,1/09/97,1:50:31,-31.453,117.679,TRUE,5,FINL,-,1539852,1610598
2,31/08/97,15:41:32,1/09/97,1:41:32,-31.462,117.677,-,5,FINL,-,1539848,1610597
2.3,31/08/97,15:33:55,1/09/97,1:33:55,-31.457,117.689,-,5,FINL,-,1539845,1610596
2.3,31/08/97,15:30:59,1/09/97,1:30:59,-31.459,117.691,-,5,FINL,-,1539843,1610595
4.6,31/08/97,15:23:50,1/09/97,1:23:50,-31.449,117.684,TRUE,5,FINL,-,1539839,1611899
2.6,31/08/97,8:11:15,31/08/97,18:11:15,-31.456,117.675,-,5,FINL,-,1539870,1610594
2.9,31/08/97,8:00:57,31/08/97,18:00:57,-31.458,117.674,-,5,FINL,-,1540007,1611252
2.1,30/08/97,20:56:39,31/08/97,6:56:39,-31.446,117.702,-,5,FINL,-,1540165,1610592
2.6,30/08/97,19:45:15,31/08/97,5:45:15,-31.465,117.684,-,5,FINL,-,1540158,1610590
2.1,30/08/97,19:41:53,31/08/97,5:41:53,-31.458,117.693,-,5,FINL,-,1540149,1611898
2.8,30/08/97,12:51:21,30/08/97,22:51:21,-31.449,117.688,-,5,FINL,-,1540196,1610588
2.6,30/08/97,12:45:46,30/08/97,22:45:46,-31.472,117.647,-,5,FINL,-,1540191,1610587
2.7,30/08/97,12:44:34,30/08/97,22:44:34,-31.453,117.687,-,5,FINL,-,1540188,1611251
2.4,27/08/97,9:27:17,27/08/97,19:27:17,-30.748,118.274,-,5,FINL,-,1541248,1610586
2.2,27/08/97,9:04:31,27/08/97,19:04:31,-30.778,118.221,-,5,FINL,-,1541241,1610585
2.1,6/08/97,20:32:09,7/08/97,6:32:09,-30.787,117.089,-,5,FINL,-,1547623,1610572
2,21/06/97,22:33:38,22/06/97,8:33:38,-31.468,117.685,-,2,FINL,-,1425324,1610559
2,12/06/97,14:47:32,13/06/97,0:47:32,-31.445,117.697,-,2,FINL,-,1428264,1611248
2.6,2/06/97,19:24:38,3/06/97,5:24:38,-31.459,117.677,-,1,FINL,-,1431430,1611890
2,11/05/97,2:51:05,11/05/97,12:51:05,-31.469,117.66,-,2,FINL,-,1439550,1610546
2.5,11/05/97,2:13:17,11/05/97,12:13:17,-31.459,117.662,-,3,FINL,-,1439533,1611889
2.1,7/05/97,3:19:45,7/05/97,13:19:45,-31.454,117.685,-,0,FINL,-,1440867,1610542
2,2/05/97,12:36:03,2/05/97,22:36:03,-31.464,117.662,-,3,FINL,-,1442499,1611888
2.3,30/04/97,2:25:35,30/04/97,12:25:35,-31.46,117.675,-,5,FINL,-,1443367,1610540
2.2,25/04/97,4:21:51,25/04/97,14:21:51,-31.472,117.673,-,5,FINL,-,1445175,1610537
2.1,25/04/97,3:24:14,25/04/97,13:24:14,-31.468,117.683,-,5,FINL,-,1445303,1610536
2.1,25/04/97,1:59:23,25/04/97,11:59:23,-31.471,117.68,-,5,FINL,-,1445272,1611887
2.5,25/04/97,1:38:30,25/04/97,11:38:30,-31.47,117.674,-,5,FINL,-,1445260,1611245
2.1,25/04/97,1:37:49,25/04/97,11:37:49,-31.476,117.673,-,5,FINL,-,1445259,1610535
2.8,25/04/97,0:39:42,25/04/97,10:39:42,-31.46,117.68,-,5,FINL,-,1445238,1610534
2.9,24/04/97,23:06:40,25/04/97,9:06:40,-31.464,117.684,-,5,FINL,-,1445354,1610533
3.2,24/04/97,20:12:18,25/04/97,6:12:18,-31.461,117.673,-,1,FINL,-,1445442,1611886
2.1,13/04/97,8:08:06,13/04/97,18:08:06,-31.475,117.683,-,5,FINL,-,1449707,1610529
2.2,9/04/97,3:21:41,9/04/97,13:21:41,-31.47,117.675,-,3,FINL,-,1451335,1610528
2,7/04/97,5:52:42,7/04/97,15:52:42,-31.493,117.669,-,5,FINL,-,1452112,1610527
2.1,3/04/97,7:44:20,3/04/97,17:44:20,-31.465,117.685,-,5,FINL,-,1453656,1610520
