Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Significant,Depth (km),Solution finalised,Source,EVENT ID,ORIGIN ID
2.1,19/01/93,0:02:41,19/01/93,11:02:41,-31.988,117.274,-,1,FINL,-,2101905,1609813
2.7,18/01/93,10:46:43,18/01/93,21:46:43,-31.989,117.275,-,1,FINL,-,2102007,-12919
2.7,18/01/93,10:46:43,18/01/93,21:46:43,-31.989,117.275,-,1,FINL,-,2102006,1609812
2.6,17/01/93,0:46:18,17/01/93,11:46:18,-31.689,117.07,-,7,FINL,-,2102510,-12916
2.6,17/01/93,0:46:18,17/01/93,11:46:18,-31.689,117.07,-,7,FINL,-,2102509,1609811
2.6,9/01/93,15:40:21,10/01/93,2:40:21,-31.7,117.002,-,5,FINL,-,2105880,-12912
2.6,9/01/93,15:40:21,10/01/93,2:40:21,-31.7,117.002,-,5,FINL,-,2105879,1609810
2.2,20/12/92,19:34:47,21/12/92,6:34:47,-29.938,117.753,-,5,FINL,-,2327039,1609805
2.2,6/12/92,3:53:00,6/12/92,14:53:00,-32.246,117.142,-,5,FINL,-,2332031,1612089
2.5,5/12/92,5:29:14,5/12/92,16:29:14,-30.773,117.113,-,5,FINL,-,2332357,1609799
2.2,13/11/92,5:26:47,13/11/92,16:26:47,-32.186,117.202,-,5,FINL,-,2303494,1609790
2.2,10/11/92,11:21:26,10/11/92,22:21:26,-30.888,117.141,-,2,FINL,-,2304610,1609787
2,16/10/92,0:42:31,16/10/92,10:42:31,-31.572,117.006,-,1,FINL,-,2314667,1612088
2,9/10/92,20:19:58,10/10/92,6:19:58,-30.502,117.028,-,1,FINL,-,2316883,1609774
2.1,1/10/92,10:23:19,1/10/92,20:23:19,-30.5,117.049,-,1,FINL,-,2319587,1609773
2.1,13/09/92,20:05:12,14/09/92,6:05:12,-31.7,117.068,-,4,FINL,-,2224101,1609766
2.5,10/09/92,11:46:29,10/09/92,21:46:29,-30.787,117.086,-,2,FINL,-,2225066,1609764
2.2,27/07/92,3:23:28,27/07/92,13:23:28,-30.731,117.143,-,1,FINL,-,2167697,1611733
2,25/07/92,1:56:39,25/07/92,11:56:39,-30.793,117.092,-,1,FINL,-,2284726,1609745
2.6,25/06/92,10:15:58,25/06/92,20:15:58,-30.692,117.08,-,1,FINL,-,2180056,1609727
2.2,24/06/92,14:22:18,25/06/92,0:22:18,-30.713,116.484,-,5,FINL,-,2180238,1609726
2,14/06/92,23:54:37,15/06/92,9:54:37,-30.913,117.018,-,1,FINL,-,2297319,1611729
2.3,4/06/92,5:32:15,4/06/92,15:32:15,-31.671,117.035,-,5,FINL,-,2187066,1609723
2.2,22/05/92,7:48:33,22/05/92,17:48:33,-30.762,117.09,-,1,FINL,-,2191759,1609721
2,4/05/92,21:33:11,5/05/92,7:33:11,-31.998,117.274,-,1,FINL,-,2198032,1609715
2.1,27/04/92,20:53:03,28/04/92,6:53:03,-32,117.27,-,1,FINL,-,2127178,1609712
3.2,23/04/92,16:07:45,24/04/92,2:07:45,-31.032,116.755,-,1,FINL,-,2128727,940476
2.7,17/04/92,8:27:25,17/04/92,18:27:25,-30.734,117.099,-,4,FINL,-,2130858,1609707
2.8,1/04/92,8:39:01,1/04/92,18:39:01,-30.861,117.699,-,3,FINL,-,2135693,1609703
2.2,29/02/92,22:29:37,1/03/92,8:29:37,-30.712,117.145,-,1,FINL,-,2145861,1609696
2,13/02/92,13:21:04,14/02/92,0:21:04,-32.216,117.205,-,8,FINL,-,2150114,1609691
2.3,26/01/92,23:12:49,27/01/92,10:12:49,-32.027,117.284,-,5,FINL,-,2155084,1609688
2.4,21/01/92,23:07:49,22/01/92,10:07:49,-31.708,117.051,-,5,FINL,-,2156566,1609684
3,21/01/92,12:44:49,21/01/92,23:44:49,-31.711,117.049,-,5,FINL,-,2156746,820224
2.5,21/01/92,12:44:49,21/01/92,23:44:49,-31.71,117.046,-,1,FINL,-,2156748,1611150
2.6,16/01/92,11:46:02,16/01/92,22:46:02,-32,117.278,-,1,FINL,-,2157907,1609680
2.9,14/01/92,21:27:29,15/01/92,8:27:29,-31.997,117.275,-,5,FINL,-,2158328,1609678
2,10/01/92,0:27:02,10/01/92,11:27:02,-32.003,117.271,-,5,FINL,-,2159677,1609672
2.3,6/01/92,6:58:54,6/01/92,17:58:54,-32,117.257,-,5,FINL,-,2160747,1609670
2,5/01/92,7:53:41,5/01/92,18:53:41,-32.009,117.258,-,4,FINL,-,2160872,1611718
3.3,4/01/92,7:14:51,4/01/92,18:14:51,-31.997,117.279,-,1,FINL,-,2161110,1609668
3.3,4/01/92,7:14:00,4/01/92,18:14:00,-32,117.28,-,5,FINL,-,2161105,820220
