   117.054    -30.509       0.03 2002.73853498603 2.000000
   117.054    -30.513       0.03 2002.41102064558 0.000000
   117.054    -30.527       0.03 2001.42041531438 0.000000
   117.054    -30.534       0.03 2002.6307266641 2.000000
   117.054    -30.537       0.03 2001.88343325776 2.000000
   117.054    -31.707       0.03 2004.88359868621 0.700000
   117.055    -30.496       0.03 2002.40859995057 -0.800000
   117.055    -30.514       0.03 2002.54847241473 0.200000
   117.055    -30.518       0.03 2002.03372956118 0.000000
   117.055    -30.533       0.03 2002.47652456936 2.000000
   117.055    -31.668       0.03 2000.47774011807 0.000000
   117.056    -30.528       0.03 2001.88809413739 2.000000
   117.057    -30.535       0.03 2001.9412989985 2.000000
   117.057    -30.552       0.03 2002.87892876122 2.000000
   117.057    -30.639       0.03 2001.11374292484 0.000000
   117.058    -30.485       0.03 2003.06352574103 0.100000
   117.058    -30.496       0.03 2002.89208142492 1.700000
   117.058    -30.509       0.03 2002.77943947496 0.500000
   117.058    -30.511       0.03 2002.77719579436 -0.500000
   117.058    -30.513       0.03 2003.14775714408 0.800000
   117.058    -30.515       0.03 2003.09755575519 0.600000
   117.058    -30.517       0.03 2001.89101659822 0.000000
   117.058    -30.528       0.03 2001.23706753128 0.000000
   117.058    -30.842       0.03 2006.93111038862 0.000000
   117.059    -30.514       0.03 2002.75737352413 2.000000
   117.059    -30.539       0.03 2002.14902552 0.200000
   117.059    -30.540       0.03 2002.42064335691 2.000000
   117.059    -30.559       0.03 2002.95327435546 2.000000
   117.060    -30.496       0.03 2002.89193674899 2.000000
   117.060    -30.514       0.03 2002.35089146038 1.000000
   117.060    -30.514       0.03 2002.75582205158 2.000000
   117.060    -30.524       0.03 2001.93715548711 0.600000
   117.060    -30.547       0.03 2002.87628061307 2.000000
   117.060    -30.657       0.03 2003.50889200937 2.800000
   117.061    -30.433       0.03 2005.68879746796 2.000000
   117.061    -30.512       0.03 2002.5323561345 0.700000
   117.061    -30.513       0.03 2002.9225928564 2.000000
   117.061    -30.515       0.03 2002.41877224741 0.200000
   117.061    -30.544       0.03 2002.42396959607 2.000000
   117.061    -30.557       0.03 2002.90048854238 2.000000
   117.062    -30.517       0.03 2002.68701892016 0.000000
   117.062    -30.520       0.03 2002.27453032075 0.700000
   117.062    -30.545       0.03 2003.15474344057 0.200000
   117.062    -30.971       0.03 1998.32873009117 5.000000
   117.063    -30.522       0.03 2002.64042966908 0.200000
   117.063    -30.542       0.03 2003.06241230084 1.400000
   117.063    -31.603       0.03 1998.09491203941 5.000000
   117.064    -30.549       0.03 2003.36922704673 2.000000
